doc_id,region,continent,regional_year_of_invasion,publication_date,years_since_regional_entry,domain,
450,South Sudan,Africa,1,12/16/17,0,reliefweb.int,
451,South Sudan,Africa,1,12/7/17,0,africatimes.com,
452,South Sudan,Africa,1,7/18/17,0,reliefweb.int,
453,South Sudan,Africa,1,9/27/18,1,reliefweb.int,
454,South Sudan,Africa,1,9/28/18,1,www.xinhuanet.com,
455,South Sudan,Africa,1,10/25/18,1,reliefweb.int,
456,South Sudan,Africa,1,6/15/22,5,reliefweb.int,
457,Sri Lanka,Asia,3,1/25/19,0,www.dailynews.lk,
458,Sri Lanka,Asia,3,1/28/19,0,newsin.asia,
459,Sri Lanka,Asia,3,11/18/18,0,http://www.sundayobserver.lk/,
460,Sri Lanka,Asia,3,4/1/19,0,reliefweb.int,
461,Sri Lanka,Asia,3,7/4/19,0,roar.media,
462,Sri Lanka,Asia,3,8/17/20,1,www.newsfirst.lk,
463,Sri Lanka,Asia,3,1/3/21,2,www.dailynews.lk,
464,Sri Lanka,Asia,3,12/12/20,1,www.dailynews.lk,
465,Sri Lanka,Asia,3,1/17/21,2,www.sundayobserver.lk,
466,Sri Lanka,Asia,3,1/15/21,2,economynext.com,
467,Sri Lanka,Asia,3,11/25/22,3,www.lankaweb.com,
468,Sri Lanka,Asia,3,7/4/19,0,roar.media,
469,Sudan,Africa,1,10/8/17,0,reliefweb.int,
470,Taiwan,Asia,3,5/14/19,0,www.taiwannews.com.tw,
471,Taiwan,Asia,3,6/11/19,0,www.taiwannews.com.tw,
472,Taiwan,Asia,3,6/10/19,0,focustaiwan.tw,
473,Tanzania,Africa,1,3/13/18,1,allafrica.com,
474,Tanzania,Africa,1,2/22/22,5,www.theeastafrican.co.ke,
475,Thailand,Asia,2,3/19/19,1,www.bangkokpost.com,
476,Thailand,Asia,2,6/20/19,1,www.reuters.com,
477,Thailand,Asia,2,6/21/19,1,www.thaiexaminer.com,
478,Thailand,Asia,2,10/19/19,1,thethaiger.com,
479,Thailand,Asia,2,7/15/19,1,asia.nikkei.com,
480,Togo,Africa,0,3/11/19,3,www.togofirst.com,
481,Togo,Africa,0,8/22/19,3,www.togofirst.com,
482,Uganda,Africa,1,10/12/17,0,www.sierraclub.org,
483,Uganda,Africa,1,3/24/17,0,phys.org,
484,Uganda,Africa,1,9/13/17,0,reliefweb.int,
485,Uganda,Africa,1,1/18/18,1,reliefweb.int,
486,Uganda,Africa,1,5/1/17,0,www.independent.co.ug,
487,Uganda,Africa,1,3/23/17,0,ugandaradirk.com,
488,Uganda,Africa,1,4/19/17,0,www.independent.co.ug,
489,Uganda,Africa,1,6/11/18,1,observer.ug,
490,Uganda,Africa,1,3/12/19,2,www.downtoearth.org.in,
491,Uganda,Africa,1,7/5/19,2,allafrica.com,
492,Uganda,Africa,1,5/12/21,4,www.independent.co.ug,
493,Uganda,Africa,1,4/22/22,5,www.theeastafrican.co.ke,
494,Uganda,Africa,1,4/12/22,5,www.reuters.com,
495,Uganda,Africa,1,5/8/22,5,www.independent.co.ug,
496,Uganda,Africa,1,4/13/22,5,www.monitor.co.ug,
497,Uganda,Africa,1,4/5/22,5,www.monitor.co.ug,
498,Uganda,Africa,1,4/12/22,5,farmersreviewafrica.com,
499,Uganda,Africa,1,4/14/22,5,www.monitor.co.ug,
500,Uganda,Africa,1,5/3/22,5,ugandaradirk.net,
501,Uganda,Africa,1,4/2/22,5,ugandaradirk.net,
502,Uganda,Africa,1,4/7/22,5,ugandaradirk.net,
503,Uganda,Africa,1,4/7/22,5,ugandaradirk.net,
504,Uganda,Africa,1,4/15/22,5,www.monitor.co.ug,
505,Uganda,Africa,1,4/16/22,5,www.monitor.co.ug,
506,Uganda,Africa,1,7/16/22,5,www.monitor.co.ug,
507,Uganda,Africa,1,11/24/22,5,www.mnnonline.org,
508,Uganda,Africa,1,11/7/22,5,www.newvision.co.ug,
509,Uganda,Africa,1,1/6/21,4,www.monitor.co.ug,
510,Uganda,Africa,1,4/14/22,5,www.monitor.co.ug,
511,Yemen,Africa,3,9/15/22,3,reliefweb.int,
512,Yemen,Africa,3,10/17/22,3,reliefweb.int,
513,Yemen,Africa,3,10/19/22,3,reliefweb.int,
514,Yemen,Africa,3,11/2/22,3,reliefweb.int,
515,Zambia,Africa,1,4/16/17,0,brownpoliticalreview.org,
516,Zambia,Africa,1,2/8/17,0,reliefweb.int,
517,Zambia,Africa,1,2/8/19,2,www.dailymail.co.zm,
518,Zambia,Africa,1,1/17/19,2,www.dailymail.co.zm,
519,Zambia,Africa,1,3/16/20,3,www.dandc.eu,
520,Zambia,Africa,1,2/3/21,4,www.dailymail.co.zm,
521,Zambia,Africa,1,1/6/22,5,africa.cgtn.com,
522,Zambia,Africa,1,1/9/22,5,http://www.dailymail.co.zm/,
523,Zambia,Africa,1,1/26/22,5,allafrica.com,
524,Zambia,Africa,1,1/28/22,5,diggers.news,
525,Zimbabwe,Africa,1,3/16/21,4,phys.org,
526,Zimbabwe,Africa,1,5/31/21,4,www.nature.com,
527,Zimbabwe,Africa,1,12/20/20,3,www.sundaymail.co.zw,
528,Zimbabwe,Africa,1,2/9/22,5,www.herald.co.zw,
529,Zimbabwe,Africa,1,10/24/22,5,www.freshplaza.com,
530,Zimbabwe,Africa,1,2/28/17,0,www.dw.com,
531,Zimbabwe,Africa,1,2/24/17,0,www.voanews.com,
532,Zimbabwe,Africa,1,1/28/17,0,reliefweb.int,
533,Zimbabwe,Africa,1,1/22/17,0,allafrica.com,
534,Zimbabwe,Africa,1,2/2/17,0,://www.herald.co.zw/,
535,Zimbabwe,Africa,1,12/26/17,0,www.reuters.com,
536,Zimbabwe,Africa,1,12/4/22,5,www.herald.co.zw,
537,Zimbabwe,Africa,1,7/25/17,0,www.herald.co.zw,
538,Zimbabwe,Africa,1,4/4/17,0,www.downtoearth.org.in,
539,Zimbabwe,Africa,1,2/14/18,1,www.voanews.com,
540,Zimbabwe,Africa,1,3/5/18,1,www.herald.co.zw,
541,Zimbabwe,Africa,1,4/26/18,1,farmersreviewafrica.com,
542,Zimbabwe,Africa,1,4/5/18,1,reliefweb.int,
543,Zimbabwe,Africa,1,2/13/18,1,www.newsday.co.zw,
544,Zimbabwe,Africa,1,4/7/18,1,www.herald.co.zw,
545,Zimbabwe,Africa,1,3/6/18,1,www.newsday.co.zw,
546,Zimbabwe,Africa,1,3/7/19,2,www.voanews.com,
547,Zimbabwe,Africa,1,12/13/18,1,allafrica.com,
548,Zimbabwe,Africa,1,1/24/20,3,reliefweb.int,
549,Zimbabwe,Africa,1,1/23/20,3,allafrica.com,
550,Zimbabwe,Africa,1,12/31/19,2,www.herald.co.zw,
551,Zimbabwe,Africa,1,2/8/20,3,dailynews.co.zw,
552,Zimbabwe,Africa,1,10/10/19,2,www.chronicle.co.zw,
553,Zimbabwe,Africa,1,11/19/19,2,www.herald.co.zw,
554,Zimbabwe,Africa,1,12/27/20,3,dailynews.co.zw,
555,Zimbabwe,Africa,1,3/15/21,4,phys.org,
556,Zimbabwe,Africa,1,4/6/21,4,www.dailymail.co.zm,
557,Zimbabwe,Africa,1,3/5/21,4,www.herald.co.zw,
558,Zimbabwe,Africa,1,2/5/21,4,www.newzimbabwe.com,
559,Zimbabwe,Africa,1,12/1/21,4,www.herald.co.zw,
560,Zimbabwe,Africa,1,2/23/22,5,allafrica.com,
561,Zimbabwe,Africa,1,3/7/22,5,www.herald.co.zw,
562,Zimbabwe,Africa,1,10/17/22,5,www.herald.co.zw,
563,Zimbabwe,Africa,1,10/21/22,5,www.herald.co.zw,
564,Zimbabwe,Africa,1,9/12/22,5,www.herald.co.zw,
565,Zimbabwe,Africa,1,9/8/22,5,www.herald.co.zw,
566,Zimbabwe,Africa,1,11/25/22,5,www.herald.co.zw,
567,Zimbabwe,Africa,1,11/28/22,5,www.herald.co.zw,
568,Zimbabwe,Africa,1,11/11/22,5,www.chronicle.co.zw,
569,Zimbabwe,Africa,1,2/13/17,0,www.herald.co.zw,
570,Zimbabwe,Africa,1,4/6/21,4,http://www.dailymail.co.zm/,
